,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
11715,4,2013-08-17,96.0,73.0,85.0,-1.0,61.0,69.0,0.0,20.0,0559,1912, ,0.0,0.0,29.3,29.97,1.9,2.0,4.1
11716,6,2013-08-17,95.0,69.0,82.0,-2.0,64.0,70.0,0.0,17.0,0559,1911, ,0.0,0.0,29.46,29.97,6.2,3.0,6.4
11717,7,2013-08-17,83.0,64.0,74.0,-1000.0,60.0,65.0,0.0,9.0,-1000,-1000,HZ,0.0,0.0,28.72,30.07,4.3,11.0,6.0
11718,8,2013-08-17,96.0,74.0,85.0,-1000.0,67.0,73.0,0.0,20.0,-1000,-1000, ,-1000.0,0.0,29.62,-1000.0,3.0,4.0,3.4
11719,9,2013-08-17,83.0,58.0,71.0,-1000.0,55.0,61.0,0.0,6.0,-1000,-1000, ,-1000.0,0.0,29.39,30.15,6.4,17.0,6.9
11720,10,2013-08-17,87.0,75.0,81.0,-1000.0,74.0,77.0,0.0,16.0,0555,1907,RA BR VCTS,-1000.0,0.1,30.03,30.06,4.5,14.0,7.2
11721,11,2013-08-17,89.0,74.0,82.0,1.0,75.0,77.0,0.0,17.0,0554,1908, ,0.0,0.12,30.02,30.06,2.4,13.0,4.0
11722,12,2013-08-17,88.0,77.0,83.0,-1000.0,75.0,77.0,0.0,18.0,-1000,-1000,TSRA RA,0.0,0.32,30.03,30.07,3.0,14.0,3.5
11723,13,2013-08-17,92.0,56.0,74.0,-1000.0,40.0,56.0,0.0,9.0,-1000,-1000, ,-1000.0,0.0,24.34,29.94,4.8,17.0,7.1
11724,14,2013-08-17,84.0,64.0,74.0,-7.0,62.0,66.0,0.0,9.0,0551,1918, ,0.0,0.0,28.71,30.07,5.1,11.0,5.9
11725,15,2013-08-17,81.0,49.0,65.0,-3.0,54.0,59.0,0.0,0.0,0453,1846, ,0.0,0.0,29.87,30.25,1.2,35.0,2.3
11726,16,2013-08-17,78.0,55.0,67.0,-1000.0,56.0,61.0,0.0,2.0,-1000,-1000, ,-1000.0,0.0,30.12,30.23,1.2,10.0,4.5
11727,17,2013-08-17,83.0,62.0,73.0,-1000.0,62.0,65.0,0.0,8.0,-1000,-1000,BR,0.0,0.0,29.43,30.12,2.9,6.0,3.5
11728,18,2013-08-17,91.0,67.0,79.0,-8.0,58.0,66.0,0.0,14.0,0552,1912, ,0.0,0.0,29.52,30.02,4.3,6.0,5.6
11729,19,2013-08-17,77.0,57.0,67.0,-4.0,57.0,61.0,0.0,2.0,0459,1853, ,0.0,0.0,29.47,30.21,3.7,13.0,3.9
11730,20,2013-08-17,91.0,67.0,79.0,-1000.0,58.0,66.0,0.0,14.0,-1000,-1000, ,0.0,0.0,29.31,30.02,6.2,7.0,6.4
11731,1,2013-08-18,81.0,59.0,70.0,-1000.0,57.0,63.0,0.0,5.0,-1000,-1000, ,-1000.0,0.0,30.06,30.21,3.4,21.0,3.5
11732,2,2013-08-18,75.0,59.0,67.0,-1.0,57.0,61.0,0.0,2.0,0458,1844, ,0.0,0.0,29.15,30.22,5.3,24.0,6.0
11733,3,2013-08-18,86.0,62.0,74.0,-8.0,63.0,67.0,0.0,9.0,0544,1911,BR,0.0,0.0,29.35,30.06,2.4,10.0,4.2
11734,4,2013-08-18,98.0,69.0,84.0,-2.0,56.0,67.0,0.0,19.0,0560,1911, ,0.0,0.0,29.31,29.98,1.2,6.0,2.2
11735,6,2013-08-18,96.0,64.0,80.0,-4.0,61.0,68.0,0.0,15.0,0559,1910, ,0.0,0.0,29.47,29.98,2.5,4.0,2.7
11736,7,2013-08-18,83.0,66.0,75.0,-1000.0,60.0,65.0,0.0,10.0,-1000,-1000,HZ,0.0,0.0,28.71,30.05,6.0,14.0,6.5
11737,8,2013-08-18,98.0,71.0,85.0,-1000.0,67.0,73.0,0.0,20.0,-1000,-1000, ,-1000.0,0.0,29.63,-1000.0,1.4,11.0,1.9
11738,9,2013-08-18,84.0,61.0,73.0,-1000.0,57.0,63.0,0.0,8.0,-1000,-1000, ,-1000.0,0.0,29.31,30.08,6.3,17.0,7.1
11739,10,2013-08-18,91.0,75.0,83.0,-1000.0,75.0,77.0,0.0,18.0,0555,1906, ,-1000.0,0.01,30.06,30.09,7.8,10.0,8.5
11740,11,2013-08-18,89.0,74.0,82.0,1.0,75.0,77.0,0.0,17.0,0555,1907, ,0.0,0.49,30.06,30.09,5.0,10.0,5.8
11741,12,2013-08-18,90.0,77.0,84.0,-1000.0,75.0,77.0,0.0,19.0,-1000,-1000,RA,0.0,-1000.0,30.06,30.1,4.0,12.0,4.2
11742,13,2013-08-18,92.0,62.0,77.0,-1000.0,44.0,58.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,24.35,29.93,0.8,30.0,6.5
11743,14,2013-08-18,85.0,65.0,75.0,-6.0,62.0,67.0,0.0,10.0,0552,1917, ,0.0,0.0,28.7,30.05,5.8,13.0,6.4
11744,15,2013-08-18,78.0,53.0,66.0,-2.0,58.0,61.0,0.0,1.0,0454,1844, ,0.0,0.0,29.84,30.2,0.8,29.0,1.2
11745,16,2013-08-18,79.0,58.0,69.0,-1000.0,59.0,63.0,0.0,4.0,-1000,-1000, ,-1000.0,0.0,30.09,30.17,2.2,17.0,2.9
11746,17,2013-08-18,86.0,61.0,74.0,-1000.0,64.0,67.0,0.0,9.0,-1000,-1000,BR,0.0,0.0,29.41,30.1,1.5,15.0,2.6
11747,18,2013-08-18,92.0,70.0,81.0,-6.0,61.0,68.0,0.0,16.0,0553,1910,HZ,0.0,0.0,29.51,30.02,4.3,11.0,4.9
11748,19,2013-08-18,78.0,57.0,68.0,-2.0,57.0,62.0,0.0,3.0,0500,1851, ,0.0,0.0,29.41,30.16,3.8,14.0,5.2
11749,20,2013-08-18,92.0,66.0,79.0,-1000.0,61.0,67.0,0.0,14.0,-1000,-1000, ,0.0,0.0,29.31,30.02,2.8,11.0,3.6
11750,1,2013-08-19,82.0,61.0,72.0,-1000.0,58.0,64.0,0.0,7.0,-1000,-1000, ,-1000.0,0.0,29.86,30.01,5.0,25.0,6.1
11751,2,2013-08-19,76.0,60.0,68.0,0.0,58.0,62.0,0.0,3.0,0459,1843, ,0.0,0.0,28.97,30.04,10.3,27.0,10.5
11752,3,2013-08-19,87.0,65.0,76.0,-6.0,66.0,69.0,0.0,11.0,0545,1910, ,0.0,0.0,29.31,30.02,5.8,15.0,6.2
11753,4,2013-08-19,98.0,72.0,85.0,-1.0,60.0,69.0,0.0,20.0,0600,1910, ,0.0,0.0,29.29,29.96,1.6,13.0,2.6
11754,6,2013-08-19,97.0,67.0,82.0,-2.0,63.0,70.0,0.0,17.0,0560,1909, ,0.0,0.0,29.46,29.96,0.9,11.0,2.5
11755,7,2013-08-19,88.0,70.0,79.0,-1000.0,61.0,67.0,0.0,14.0,-1000,-1000,HZ,0.0,0.0,28.66,30.0,11.0,15.0,11.6
11756,8,2013-08-19,96.0,72.0,84.0,-1000.0,69.0,74.0,0.0,19.0,-1000,-1000, ,-1000.0,0.0,29.63,-1000.0,2.4,12.0,2.8
11757,9,2013-08-19,88.0,65.0,77.0,-1000.0,63.0,67.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,29.18,29.95,7.7,16.0,8.2
11758,10,2013-08-19,91.0,79.0,85.0,-1000.0,75.0,77.0,0.0,20.0,0556,1905,TS,-1000.0,-1000.0,30.03,30.05,7.0,13.0,8.9
11759,11,2013-08-19,91.0,75.0,83.0,2.0,75.0,77.0,0.0,18.0,0556,1906,TS RA BR,0.0,0.09,30.01,30.05,3.5,14.0,5.5
11760,12,2013-08-19,90.0,77.0,84.0,-1000.0,75.0,77.0,0.0,19.0,-1000,-1000,RA,0.0,0.44,30.01,30.06,4.9,14.0,5.8
11761,13,2013-08-19,92.0,61.0,77.0,-1000.0,42.0,57.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,24.34,29.93,5.2,19.0,6.7
11762,14,2013-08-19,89.0,68.0,79.0,-2.0,64.0,69.0,0.0,14.0,0553,1916, ,0.0,0.0,28.66,30.01,9.0,14.0,9.4
11763,15,2013-08-19,82.0,51.0,67.0,-1.0,58.0,61.0,0.0,2.0,0455,1843,FG+ BR,0.0,0.0,29.64,30.0,2.8,27.0,3.5
11764,16,2013-08-19,82.0,59.0,71.0,-1000.0,59.0,64.0,0.0,6.0,-1000,-1000, ,-1000.0,0.0,29.88,29.97,5.8,28.0,6.1
11765,17,2013-08-19,88.0,64.0,76.0,-1000.0,66.0,69.0,0.0,11.0,-1000,-1000,BR,0.0,0.0,29.38,30.07,3.2,17.0,3.3
11766,18,2013-08-19,95.0,75.0,85.0,-1.0,60.0,69.0,0.0,20.0,0553,1909, ,0.0,0.0,29.47,29.98,5.5,12.0,6.7
11767,19,2013-08-19,84.0,63.0,74.0,4.0,60.0,65.0,0.0,9.0,0502,1849, ,0.0,0.0,29.32,30.07,6.2,23.0,6.5
11768,20,2013-08-19,96.0,68.0,82.0,-1000.0,61.0,68.0,0.0,17.0,-1000,-1000, ,0.0,0.0,29.28,29.98,3.9,11.0,4.6
11769,1,2013-08-20,86.0,63.0,75.0,-1000.0,60.0,66.0,0.0,10.0,-1000,-1000, ,-1000.0,0.0,29.88,30.06,1.8,23.0,2.9
11770,2,2013-08-20,80.0,63.0,72.0,4.0,58.0,63.0,0.0,7.0,0460,1841, ,0.0,0.0,29.0,30.09,8.5,29.0,8.7
11771,3,2013-08-20,90.0,67.0,79.0,-2.0,66.0,70.0,0.0,14.0,0545,1909, ,0.0,0.0,29.29,30.0,6.5,14.0,6.9
11772,4,2013-08-20,99.0,72.0,86.0,0.0,64.0,71.0,0.0,21.0,0601,1909, ,0.0,0.0,29.3,29.96,3.3,14.0,5.0
11773,6,2013-08-20,96.0,67.0,82.0,-2.0,66.0,71.0,0.0,17.0,0601,1908, ,0.0,0.0,29.46,29.96,5.1,14.0,5.8
11774,7,2013-08-20,91.0,70.0,81.0,-1000.0,60.0,67.0,0.0,16.0,-1000,-1000,HZ,0.0,0.0,28.64,29.98,10.2,15.0,10.9
11775,8,2013-08-20,92.0,72.0,82.0,-1000.0,73.0,76.0,0.0,17.0,-1000,-1000, ,-1000.0,0.0,29.63,-1000.0,3.7,16.0,4.1
11776,9,2013-08-20,90.0,69.0,80.0,-1000.0,68.0,71.0,0.0,15.0,-1000,-1000, ,-1000.0,0.0,29.13,29.88,8.2,16.0,8.7
11777,10,2013-08-20,91.0,78.0,85.0,-1000.0,74.0,77.0,0.0,20.0,0556,1904,RA,-1000.0,0.01,30.04,30.07,5.8,12.0,6.9
11778,11,2013-08-20,90.0,73.0,82.0,1.0,74.0,76.0,0.0,17.0,0556,1905,RA,0.0,-1000.0,30.03,30.08,3.6,10.0,4.3
11779,12,2013-08-20,91.0,76.0,84.0,-1000.0,74.0,77.0,0.0,19.0,-1000,-1000, ,0.0,0.0,30.03,30.08,4.3,12.0,4.4
11780,13,2013-08-20,94.0,62.0,78.0,-1000.0,38.0,56.0,0.0,13.0,-1000,-1000, ,-1000.0,0.0,24.29,29.86,4.5,18.0,6.6
11781,14,2013-08-20,93.0,66.0,80.0,-1.0,63.0,69.0,0.0,15.0,0553,1915, ,0.0,0.0,28.64,29.98,8.1,15.0,9.0
11782,15,2013-08-20,86.0,55.0,71.0,3.0,59.0,63.0,0.0,6.0,0457,1841,BR,0.0,0.0,29.67,30.05,1.7,31.0,2.1
11783,16,2013-08-20,86.0,63.0,75.0,-1000.0,61.0,66.0,0.0,10.0,-1000,-1000, ,-1000.0,0.0,29.91,30.02,1.2,29.0,4.1
11784,17,2013-08-20,90.0,65.0,78.0,-1000.0,66.0,70.0,0.0,13.0,-1000,-1000,BR,0.0,0.0,29.36,30.04,2.9,15.0,3.6
11785,18,2013-08-20,97.0,75.0,86.0,0.0,58.0,69.0,0.0,21.0,0554,1908, ,0.0,0.0,29.47,29.97,4.9,14.0,6.2
11786,19,2013-08-20,86.0,66.0,76.0,6.0,63.0,68.0,0.0,11.0,0503,1848, ,0.0,0.0,29.31,30.05,8.7,22.0,9.0
11787,20,2013-08-20,97.0,69.0,83.0,-1000.0,60.0,68.0,0.0,18.0,-1000,-1000, ,0.0,0.0,29.28,29.97,3.4,13.0,3.8
11788,1,2013-08-21,88.0,63.0,76.0,-1000.0,61.0,67.0,0.0,11.0,-1000,-1000, ,-1000.0,0.0,29.94,30.09,3.0,23.0,3.9
11789,2,2013-08-21,83.0,64.0,74.0,7.0,60.0,65.0,0.0,9.0,0501,1840, ,0.0,0.0,29.05,30.12,8.0,27.0,8.5
11790,3,2013-08-21,93.0,67.0,80.0,-1.0,66.0,71.0,0.0,15.0,0546,1908, ,0.0,0.0,29.31,30.02,6.5,16.0,7.5
11791,4,2013-08-21,99.0,74.0,87.0,1.0,68.0,73.0,0.0,22.0,0601,1908, ,0.0,0.0,29.34,30.0,2.7,14.0,4.3
11792,6,2013-08-21,96.0,71.0,84.0,0.0,69.0,73.0,0.0,19.0,0601,1907, ,0.0,0.0,29.5,30.0,3.7,13.0,4.5
11793,7,2013-08-21,90.0,69.0,80.0,-1000.0,61.0,68.0,0.0,15.0,-1000,-1000,HZ,0.0,0.0,28.67,30.0,9.0,18.0,10.3
11794,8,2013-08-21,94.0,75.0,85.0,-1000.0,74.0,77.0,0.0,20.0,-1000,-1000,RA DZ VCTS,-1000.0,0.0,29.67,-1000.0,1.4,15.0,1.9
11795,9,2013-08-21,87.0,71.0,79.0,-1000.0,70.0,73.0,0.0,14.0,-1000,-1000,HZ,-1000.0,-1000.0,29.16,29.89,1.5,18.0,5.3
11796,10,2013-08-21,88.0,80.0,84.0,-1000.0,75.0,77.0,0.0,19.0,0557,1903,TS RA,-1000.0,0.08,30.09,30.12,6.9,9.0,7.7
11797,11,2013-08-21,87.0,74.0,81.0,0.0,75.0,77.0,0.0,16.0,0557,1904,TS RA BR,0.0,0.31,30.09,30.12,4.6,8.0,5.0
11798,12,2013-08-21,90.0,77.0,84.0,-1000.0,75.0,77.0,0.0,19.0,-1000,-1000,TSRA RA,0.0,0.05,30.08,30.13,4.5,10.0,4.7
11799,13,2013-08-21,88.0,62.0,75.0,-1000.0,46.0,58.0,0.0,10.0,-1000,-1000, ,-1000.0,-1000.0,24.36,29.94,0.8,35.0,4.8
11800,14,2013-08-21,93.0,67.0,80.0,-1.0,63.0,69.0,0.0,15.0,0554,1913, ,0.0,0.0,28.67,30.01,6.6,17.0,7.9
11801,15,2013-08-21,89.0,56.0,73.0,6.0,61.0,65.0,0.0,8.0,0458,1840,BR,0.0,0.0,29.72,30.08,1.3,23.0,1.9
11802,16,2013-08-21,88.0,62.0,75.0,-1000.0,63.0,67.0,0.0,10.0,-1000,-1000, ,-1000.0,0.0,29.96,30.06,1.4,20.0,3.0
11803,17,2013-08-21,94.0,66.0,80.0,-1000.0,67.0,71.0,0.0,15.0,-1000,-1000,BR,0.0,0.0,29.38,30.06,3.3,19.0,3.5
11804,18,2013-08-21,96.0,77.0,87.0,1.0,64.0,72.0,0.0,22.0,0555,1907, ,0.0,0.0,29.51,30.01,6.6,15.0,7.1
11805,19,2013-08-21,89.0,69.0,79.0,10.0,66.0,70.0,0.0,14.0,0504,1846,TS,0.0,-1000.0,29.27,30.0,9.8,22.0,13.0
11806,20,2013-08-21,96.0,72.0,84.0,-1000.0,65.0,71.0,0.0,19.0,-1000,-1000, ,0.0,0.0,29.31,30.01,4.3,14.0,5.3
11807,1,2013-08-22,89.0,66.0,78.0,-1000.0,64.0,69.0,0.0,13.0,-1000,-1000, ,-1000.0,0.0,29.79,29.93,6.5,22.0,6.8
11808,2,2013-08-22,80.0,63.0,72.0,5.0,65.0,67.0,0.0,7.0,0502,1838,BR,0.0,0.0,28.91,29.96,10.0,24.0,10.4
11809,3,2013-08-22,93.0,74.0,84.0,3.0,68.0,73.0,0.0,19.0,0547,1906, ,0.0,0.0,29.3,30.01,6.7,15.0,7.5
11810,4,2013-08-22,100.0,75.0,88.0,2.0,68.0,74.0,0.0,23.0,0602,1906, ,0.0,0.0,29.32,29.99,2.2,15.0,3.6
11811,6,2013-08-22,98.0,70.0,84.0,1.0,69.0,74.0,0.0,19.0,0602,1906,TS RA,0.0,-1000.0,29.47,29.98,2.1,15.0,3.3
11812,7,2013-08-22,92.0,69.0,81.0,-1000.0,64.0,70.0,0.0,16.0,-1000,-1000,HZ,0.0,0.0,28.66,30.0,8.2,15.0,9.4
11813,8,2013-08-22,98.0,75.0,87.0,-1000.0,75.0,78.0,0.0,22.0,-1000,-1000,TS VCTS,-1000.0,0.0,29.65,-1000.0,2.4,13.0,2.6
11814,9,2013-08-22,87.0,67.0,77.0,-1000.0,52.0,62.0,0.0,12.0,-1000,-1000, ,-1000.0,0.0,29.34,30.07,4.6,2.0,6.1
11815,10,2013-08-22,82.0,73.0,78.0,-1000.0,73.0,75.0,0.0,13.0,0558,1902,TS TSRA BR,-1000.0,0.29,30.06,30.08,5.7,7.0,8.1
11816,11,2013-08-22,82.0,73.0,78.0,-3.0,72.0,74.0,0.0,13.0,0557,1902,TS RA,0.0,0.05,30.06,30.09,2.1,11.0,3.8
11817,12,2013-08-22,83.0,75.0,79.0,-1000.0,73.0,75.0,0.0,14.0,-1000,-1000,TS TSRA RA,0.0,0.4,30.04,30.09,1.6,11.0,4.3
11818,13,2013-08-22,84.0,60.0,72.0,-1000.0,56.0,60.0,0.0,7.0,-1000,-1000,TS TSRA RA BR,-1000.0,0.33,24.42,30.07,1.8,19.0,6.4
11819,14,2013-08-22,93.0,68.0,81.0,1.0,67.0,72.0,0.0,16.0,0555,1912, ,0.0,0.0,28.65,30.0,6.3,13.0,7.2
11820,15,2013-08-22,89.0,57.0,73.0,6.0,63.0,66.0,0.0,8.0,0459,1838,RA BR,0.0,-1000.0,29.55,29.91,3.7,23.0,4.3
11821,16,2013-08-22,89.0,67.0,78.0,-1000.0,65.0,69.0,0.0,13.0,-1000,-1000, ,-1000.0,0.0,29.82,29.9,6.9,23.0,7.2
11822,17,2013-08-22,93.0,69.0,81.0,-1000.0,69.0,73.0,0.0,16.0,-1000,-1000,BR,0.0,0.0,29.36,30.05,2.4,18.0,3.4
11823,18,2013-08-22,99.0,81.0,90.0,5.0,66.0,74.0,0.0,25.0,0555,1906, ,0.0,0.0,29.48,29.99,5.0,16.0,6.3
11824,19,2013-08-22,76.0,62.0,69.0,0.0,64.0,66.0,0.0,4.0,0505,1845,TSRA RA BR,0.0,1.67,29.33,30.06,2.4,29.0,6.2
11825,20,2013-08-22,99.0,78.0,89.0,-1000.0,67.0,73.0,0.0,24.0,-1000,-1000, ,0.0,0.0,29.28,29.99,3.2,15.0,4.3
11826,1,2013-08-23,81.0,58.0,70.0,-1000.0,55.0,62.0,0.0,5.0,-1000,-1000, ,-1000.0,0.0,29.78,29.98,5.2,34.0,6.7
11827,2,2013-08-23,77.0,60.0,69.0,2.0,54.0,60.0,0.0,4.0,0503,1837, ,0.0,0.0,28.89,29.99,9.3,35.0,10.0
11828,3,2013-08-23,94.0,72.0,83.0,2.0,69.0,73.0,0.0,18.0,0548,1905, ,0.0,0.0,29.28,29.99,6.2,14.0,7.1
11829,4,2013-08-23,101.0,76.0,89.0,3.0,67.0,74.0,0.0,24.0,0602,1905, ,0.0,0.0,29.28,29.94,2.0,14.0,4.1
11830,6,2013-08-23,98.0,71.0,85.0,2.0,68.0,74.0,0.0,20.0,0602,1905, ,0.0,0.0,29.43,29.93,2.1,16.0,3.0
11831,7,2013-08-23,95.0,73.0,84.0,-1000.0,66.0,72.0,0.0,19.0,-1000,-1000,HZ,0.0,0.0,28.63,29.97,10.8,16.0,11.8
11832,8,2013-08-23,99.0,75.0,87.0,-1000.0,74.0,77.0,0.0,22.0,-1000,-1000,RA,-1000.0,-1000.0,29.6,-1000.0,2.1,18.0,2.0
11833,9,2013-08-23,87.0,61.0,74.0,-1000.0,59.0,65.0,0.0,9.0,-1000,-1000, ,-1000.0,0.0,29.33,30.08,6.2,15.0,6.6
11834,10,2013-08-23,83.0,75.0,79.0,-1000.0,75.0,76.0,0.0,14.0,0558,1860,RA BR,-1000.0,0.33,30.0,30.02,2.2,5.0,4.9
11835,11,2013-08-23,86.0,73.0,80.0,-1.0,74.0,75.0,0.0,15.0,0558,1901,TS TSRA RA BR,0.0,0.38,29.99,30.03,1.2,4.0,2.3
11836,12,2013-08-23,85.0,76.0,81.0,-1000.0,75.0,76.0,0.0,16.0,-1000,-1000,TSRA RA,0.0,0.91,29.99,30.03,1.7,9.0,2.2
11837,13,2013-08-23,87.0,60.0,74.0,-1000.0,52.0,59.0,0.0,9.0,-1000,-1000, ,-1000.0,0.02,24.29,29.93,4.1,22.0,7.1
11838,14,2013-08-23,96.0,71.0,84.0,4.0,68.0,73.0,0.0,19.0,0556,1911,HZ,0.0,0.0,28.63,29.97,6.5,16.0,7.4
11839,15,2013-08-23,80.0,50.0,65.0,-2.0,54.0,60.0,0.0,0.0,0460,1836, ,0.0,-1000.0,29.58,29.99,6.9,32.0,7.6
11840,16,2013-08-23,81.0,58.0,70.0,-1000.0,58.0,63.0,0.0,5.0,-1000,-1000, ,-1000.0,0.0,29.8,29.94,4.8,35.0,6.6
11841,17,2013-08-23,92.0,72.0,82.0,-1000.0,71.0,74.0,0.0,17.0,-1000,-1000,RA,0.0,0.01,29.34,30.03,2.2,14.0,2.3
11842,18,2013-08-23,100.0,82.0,91.0,6.0,67.0,74.0,0.0,26.0,0556,1905, ,0.0,0.0,29.44,29.95,4.7,12.0,6.3
11843,19,2013-08-23,76.0,58.0,67.0,-2.0,60.0,63.0,0.0,2.0,0506,1843, ,0.0,0.0,29.43,30.17,2.7,6.0,3.6
11844,20,2013-08-23,100.0,78.0,89.0,-1000.0,67.0,74.0,0.0,24.0,-1000,-1000, ,0.0,0.0,29.26,29.95,3.1,11.0,4.2
11845,1,2013-08-24,78.0,52.0,65.0,-1000.0,45.0,55.0,0.0,0.0,-1000,-1000, ,-1000.0,0.0,30.11,-1000.0,1.2,6.0,2.6
11846,2,2013-08-24,74.0,57.0,66.0,-1.0,46.0,55.0,0.0,1.0,0504,1835, ,0.0,0.0,29.18,30.3,3.9,36.0,6.9
11847,3,2013-08-24,93.0,71.0,82.0,1.0,71.0,74.0,0.0,17.0,0549,1904,BR,0.0,0.0,29.34,30.04,7.7,13.0,8.1
11848,4,2013-08-24,101.0,78.0,90.0,5.0,67.0,74.0,0.0,25.0,0603,1904, ,0.0,0.0,29.31,29.96,0.7,12.0,2.7
11849,6,2013-08-24,100.0,73.0,87.0,4.0,70.0,75.0,0.0,22.0,0603,1904,RA,0.0,0.17,29.46,29.96,2.5,8.0,3.7
11850,7,2013-08-24,94.0,76.0,85.0,-1000.0,66.0,72.0,0.0,20.0,-1000,-1000,HZ,0.0,0.0,28.69,30.02,10.5,14.0,11.3
11851,8,2013-08-24,100.0,76.0,88.0,-1000.0,74.0,78.0,0.0,23.0,-1000,-1000,RA,-1000.0,-1000.0,29.62,-1000.0,2.4,10.0,3.2
11852,9,2013-08-24,91.0,70.0,81.0,-1000.0,67.0,71.0,0.0,16.0,-1000,-1000, ,-1000.0,0.0,29.24,30.0,13.7,16.0,14.1
11853,10,2013-08-24,84.0,74.0,79.0,-1000.0,74.0,75.0,0.0,14.0,0559,1859,RA,-1000.0,-1000.0,30.06,30.09,5.0,4.0,6.8
11854,11,2013-08-24,86.0,73.0,80.0,-1.0,73.0,74.0,0.0,15.0,0559,1859, ,0.0,0.0,30.05,30.1,3.3,5.0,4.0
11855,12,2013-08-24,86.0,76.0,81.0,-1000.0,73.0,75.0,0.0,16.0,-1000,-1000,RA,0.0,-1000.0,30.04,30.1,3.1,5.0,3.7
11856,13,2013-08-24,87.0,56.0,72.0,-1000.0,51.0,59.0,0.0,7.0,-1000,-1000,TS TSRA RA,-1000.0,0.24,24.32,29.93,3.1,27.0,6.4
11857,14,2013-08-24,95.0,73.0,84.0,4.0,69.0,74.0,0.0,19.0,0556,1910, ,0.0,0.0,28.69,30.02,8.1,14.0,8.7
11858,15,2013-08-24,78.0,42.0,60.0,-7.0,47.0,54.0,5.0,0.0,0501,1835, ,0.0,0.0,29.89,30.29,1.6,31.0,2.3
11859,16,2013-08-24,74.0,51.0,63.0,-1000.0,45.0,53.0,2.0,0.0,-1000,-1000, ,-1000.0,0.0,30.14,30.26,2.5,3.0,4.7
11860,17,2013-08-24,94.0,70.0,82.0,-1000.0,71.0,74.0,0.0,17.0,-1000,-1000,BR,0.0,0.0,29.41,30.08,3.1,15.0,3.8
11861,18,2013-08-24,101.0,81.0,91.0,6.0,65.0,74.0,0.0,26.0,0557,1904, ,0.0,0.0,29.49,29.98,7.0,11.0,8.0
11862,19,2013-08-24,79.0,57.0,68.0,-1.0,60.0,64.0,0.0,3.0,0507,1842, ,0.0,0.0,29.47,30.22,6.3,15.0,6.6
11863,20,2013-08-24,100.0,78.0,89.0,-1000.0,67.0,74.0,0.0,24.0,-1000,-1000, ,0.0,0.0,29.29,29.98,5.3,10.0,5.8
11864,1,2013-08-25,83.0,52.0,68.0,-1000.0,50.0,58.0,0.0,3.0,-1000,-1000, ,-1000.0,0.0,30.14,30.29,3.1,22.0,3.7
11865,2,2013-08-25,78.0,57.0,68.0,1.0,51.0,58.0,0.0,3.0,0505,1833, ,0.0,0.0,29.23,30.3,7.1,26.0,8.4
11866,3,2013-08-25,94.0,73.0,84.0,4.0,71.0,75.0,0.0,19.0,0549,1903, ,0.0,0.0,29.41,30.11,6.7,15.0,7.1
11867,4,2013-08-25,97.0,76.0,87.0,2.0,67.0,74.0,0.0,22.0,0604,1903, ,0.0,0.0,29.36,30.02,3.2,12.0,5.1
11868,6,2013-08-25,95.0,73.0,84.0,1.0,70.0,74.0,0.0,19.0,0603,1903, ,0.0,0.0,29.52,30.02,5.9,9.0,6.6
11869,7,2013-08-25,93.0,77.0,85.0,-1000.0,66.0,72.0,0.0,20.0,-1000,-1000, ,0.0,0.0,28.76,30.09,10.2,15.0,10.8
11870,8,2013-08-25,94.0,77.0,86.0,-1000.0,75.0,78.0,0.0,21.0,-1000,-1000, ,-1000.0,0.0,29.69,-1000.0,5.2,9.0,5.6
11871,9,2013-08-25,97.0,78.0,88.0,-1000.0,71.0,75.0,0.0,23.0,-1000,-1000, ,-1000.0,0.0,29.21,29.96,11.0,20.0,11.6
11872,10,2013-08-25,84.0,75.0,80.0,-1000.0,72.0,75.0,0.0,15.0,0559,1858, ,-1000.0,0.04,30.14,30.17,12.3,4.0,13.2
11873,11,2013-08-25,85.0,73.0,79.0,-2.0,72.0,74.0,0.0,14.0,0559,1858, ,0.0,0.05,30.14,30.18,9.9,4.0,10.4
11874,12,2013-08-25,86.0,75.0,81.0,-1000.0,72.0,74.0,0.0,16.0,-1000,-1000,RA,0.0,0.17,30.12,30.18,7.7,5.0,8.0
11875,13,2013-08-25,88.0,60.0,74.0,-1000.0,53.0,61.0,0.0,9.0,-1000,-1000,RA,-1000.0,-1000.0,24.37,29.99,3.8,22.0,6.4
11876,14,2013-08-25,94.0,73.0,84.0,4.0,68.0,73.0,0.0,19.0,0557,1908, ,0.0,0.0,28.76,30.09,8.6,14.0,9.3
11877,15,2013-08-25,82.0,44.0,63.0,-3.0,52.0,57.0,2.0,0.0,0502,1833, ,0.0,0.0,29.91,30.27,1.0,22.0,2.0
11878,16,2013-08-25,78.0,50.0,64.0,-1000.0,51.0,58.0,1.0,0.0,-1000,-1000, ,-1000.0,0.0,30.16,30.25,3.2,16.0,4.1
11879,17,2013-08-25,95.0,71.0,83.0,-1000.0,72.0,75.0,0.0,18.0,-1000,-1000,BR,0.0,0.0,29.47,30.15,3.4,16.0,3.7
