,date,store_nbr,item_nbr,units,grain,day,wday,year,month,week,station_nbr,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,codesum_rev,extreme_weather,mild_weather
506,2013-05-22,15,45,101,15_45,22,2,2013,5,21,13,75.0,40.0,58.0,-503.8253585386188,36.0,47.0,7.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.18,29.85,2.1,17.0,7.1,['RA'],0,0
507,2013-05-23,15,45,81,15_45,23,3,2013,5,21,13,68.0,48.0,58.0,-503.8253585386188,44.0,50.0,7.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.25,29.94,14.9,16.0,15.5,"['SN', 'BR']",0,0
508,2013-05-24,15,45,101,15_45,24,4,2013,5,21,13,85.0,52.0,69.0,-503.8253585386188,36.0,52.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.0,24.19,29.82,6.2,21.0,11.2,"['SN', 'BR']",0,0
509,2013-05-25,15,45,116,15_45,25,5,2013,5,21,13,86.0,52.0,69.0,-503.8253585386188,31.0,51.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.0,24.18,29.78,4.4,24.0,6.2,"['SN', 'BR']",0,0
510,2013-05-26,15,45,81,15_45,26,6,2013,5,21,13,84.0,53.0,69.0,-503.8253585386188,28.0,49.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.0,24.16,29.74,0.2,18.0,6.1,['TS'],1,0
511,2013-05-27,15,45,115,15_45,27,0,2013,5,22,13,81.0,50.0,66.0,-503.8253585386188,27.0,48.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.0,24.08,29.66,3.8,22.0,6.7,"['SN', 'BR']",0,0
512,2013-05-28,15,45,95,15_45,28,1,2013,5,22,13,81.0,44.0,63.0,-503.8253585386188,36.0,49.0,2.0,0.0,-1000,-1000,-201.7534540748467,0.0,23.96,29.57,5.7,17.0,10.2,"['SN', 'BR']",0,0
513,2013-05-29,15,45,83,15_45,29,2,2013,5,22,13,63.0,48.0,56.0,-503.8253585386188,41.0,48.0,9.0,0.0,-1000,-1000,-201.7534540748467,0.15,23.95,29.56,5.9,36.0,8.4,['TS'],1,0
514,2013-05-30,15,45,74,15_45,30,3,2013,5,22,13,69.0,43.0,56.0,-503.8253585386188,27.0,43.0,9.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.03,29.66,11.7,29.0,13.5,"['SN', 'BR']",0,0
515,2013-05-31,15,45,109,15_45,31,4,2013,5,22,13,71.0,44.0,58.0,-503.8253585386188,18.0,42.0,7.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.17,29.82,10.3,31.0,11.7,"['SN', 'BR']",0,0
516,2013-06-01,15,45,148,15_45,1,5,2013,6,22,13,68.0,39.0,54.0,-503.8253585386188,33.0,44.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.37,30.1,2.7,6.0,7.4,"['SN', 'BR']",0,0
517,2013-06-02,15,45,160,15_45,2,6,2013,6,22,13,83.0,44.0,64.0,-503.8253585386188,31.0,48.0,1.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.2,29.88,4.4,16.0,5.8,"['SN', 'BR']",0,0
518,2013-06-03,15,45,129,15_45,3,0,2013,6,23,13,90.0,56.0,73.0,-503.8253585386188,25.0,50.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.0,24.1,29.63,6.0,26.0,11.3,"['SN', 'BR']",0,0
519,2013-06-04,15,45,83,15_45,4,1,2013,6,23,13,74.0,49.0,62.0,-503.8253585386188,44.0,51.0,3.0,0.0,-1000,-1000,-201.7534540748467,0.24,24.29,29.92,6.0,2.0,8.4,"['TS', 'RA', 'RA', 'BR']",1,0
520,2013-06-05,15,45,98,15_45,5,2,2013,6,23,13,54.0,45.0,50.0,-503.8253585386188,44.0,47.0,15.0,0.0,-1000,-1000,-201.7534540748467,0.02,24.37,30.13,2.6,7.0,5.0,"['DZ', 'BR']",0,1
521,2013-06-06,15,45,100,15_45,6,3,2013,6,23,13,77.0,44.0,61.0,-503.8253585386188,39.0,50.0,4.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.31,30.01,1.8,8.0,6.6,"['SN', 'BR']",0,0
522,2013-06-07,15,45,141,15_45,7,4,2013,6,23,13,82.0,49.0,66.0,-503.8253585386188,39.0,51.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.2,29.85,4.7,24.0,7.4,"['SN', 'BR']",0,0
523,2013-06-08,15,45,128,15_45,8,5,2013,6,23,13,75.0,51.0,63.0,-503.8253585386188,40.0,52.0,2.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.19,29.79,3.8,1.0,10.1,"['SN', 'BR']",0,0
524,2013-06-09,15,45,146,15_45,9,6,2013,6,23,13,89.0,49.0,69.0,-503.8253585386188,33.0,51.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.0,24.24,29.86,4.6,17.0,7.3,"['SN', 'BR']",0,0
525,2013-06-10,15,45,105,15_45,10,0,2013,6,24,13,96.0,61.0,79.0,-503.8253585386188,30.0,54.0,0.0,14.0,-1000,-1000,-201.7534540748467,0.0,24.19,29.72,6.3,21.0,10.0,"['SN', 'BR']",0,0
526,2013-06-11,15,45,85,15_45,11,1,2013,6,24,13,97.0,62.0,80.0,-503.8253585386188,21.0,52.0,0.0,15.0,-1000,-1000,-201.7534540748467,0.0,24.16,29.68,9.8,23.0,11.5,"['SN', 'BR']",0,0
527,2013-06-12,15,45,97,15_45,12,2,2013,6,24,13,91.0,54.0,73.0,-503.8253585386188,28.0,51.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.0,24.32,29.9,8.7,16.0,9.8,['FU'],0,0
528,2013-06-13,15,45,99,15_45,13,3,2013,6,24,13,91.0,56.0,74.0,-503.8253585386188,49.0,59.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.26,29.87,4.0,26.0,8.8,"['SN', 'BR']",0,0
529,2013-06-14,15,45,106,15_45,14,4,2013,6,24,13,88.0,59.0,74.0,-503.8253585386188,37.0,54.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.77,7.6,18.0,12.5,"['SN', 'BR']",0,0
530,2013-06-15,15,45,136,15_45,15,5,2013,6,24,13,82.0,56.0,69.0,-503.8253585386188,45.0,55.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.0,24.29,29.91,1.8,33.0,7.7,"['SN', 'BR']",0,0
531,2013-06-16,15,45,98,15_45,16,6,2013,6,24,13,84.0,58.0,71.0,-503.8253585386188,39.0,53.0,0.0,6.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.32,29.96,4.4,23.0,9.2,"['TS', 'TS', 'RA']",1,0
532,2013-06-17,15,45,108,15_45,17,0,2013,6,25,13,79.0,50.0,65.0,-503.8253585386188,39.0,52.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.34,30.0,3.1,20.0,6.5,"['SN', 'BR']",0,0
533,2013-06-18,15,45,77,15_45,18,1,2013,6,25,13,86.0,53.0,70.0,-503.8253585386188,45.0,55.0,0.0,5.0,-1000,-1000,-201.7534540748467,0.0,24.26,29.9,5.8,17.0,10.2,['TS'],1,0
534,2013-06-19,15,45,91,15_45,19,2,2013,6,25,13,92.0,54.0,73.0,-503.8253585386188,37.0,54.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.0,24.08,29.66,12.5,17.0,13.8,"['HZ', 'FU']",0,0
535,2013-06-20,15,45,86,15_45,20,3,2013,6,25,13,90.0,57.0,74.0,-503.8253585386188,28.0,51.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.15,29.7,3.6,3.0,8.0,['FU'],0,0
536,2013-06-21,15,45,107,15_45,21,4,2013,6,25,13,94.0,55.0,75.0,-503.8253585386188,30.0,53.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.0,24.14,29.7,2.0,27.0,6.2,['FU'],0,0
537,2013-06-22,15,45,101,15_45,22,5,2013,6,25,13,87.0,55.0,71.0,-503.8253585386188,44.0,55.0,0.0,6.0,-1000,-1000,-201.7534540748467,0.0,24.16,29.74,2.2,36.0,6.2,"['SN', 'BR']",0,0
538,2013-06-23,15,45,132,15_45,23,6,2013,6,25,13,86.0,50.0,68.0,-503.8253585386188,44.0,54.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.23,24.21,29.81,4.3,14.0,7.8,"['TS', 'TS', 'RA']",1,0
539,2013-06-24,15,45,109,15_45,24,0,2013,6,26,13,89.0,54.0,72.0,-503.8253585386188,38.0,54.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.0,24.11,29.7,6.8,18.0,9.4,"['SN', 'BR']",0,0
540,2013-06-25,15,45,94,15_45,25,1,2013,6,26,13,90.0,57.0,74.0,-503.8253585386188,30.0,52.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.76,1.1,34.0,6.3,"['SN', 'BR']",0,0
541,2013-06-26,15,45,88,15_45,26,2,2013,6,26,13,95.0,57.0,76.0,-503.8253585386188,34.0,55.0,0.0,11.0,-1000,-1000,-201.7534540748467,0.0,24.32,29.89,4.6,13.0,7.0,"['SN', 'BR']",0,0
542,2013-06-27,15,45,92,15_45,27,3,2013,6,26,13,95.0,59.0,77.0,-503.8253585386188,37.0,56.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.44,30.01,3.8,8.0,8.1,"['SN', 'BR']",0,0
543,2013-06-28,15,45,109,15_45,28,4,2013,6,26,13,92.0,62.0,51.76983349657199,-503.8253585386188,50.0,60.0,15.385896180215475,2.1557296767874634,-1000,-1000,-201.7534540748467,0.53,24.42,30.04,0.8,8.0,11.5,"['TS', 'RA', 'RA']",1,0
544,2013-06-29,15,45,126,15_45,29,5,2013,6,26,13,81.0,60.0,71.0,-503.8253585386188,52.0,59.0,0.0,6.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.42,30.05,2.7,25.0,4.9,"['SN', 'BR']",0,0
545,2013-06-30,15,45,133,15_45,30,6,2013,6,26,13,74.0,59.0,67.0,-503.8253585386188,54.0,59.0,0.0,2.0,-1000,-1000,-201.7534540748467,0.19,24.41,30.07,2.8,26.0,7.7,"['TS', 'RA']",1,0
546,2013-07-01,15,45,122,15_45,1,0,2013,7,27,13,77.0,55.0,66.0,-503.8253585386188,52.0,57.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.06,24.46,30.14,1.5,17.0,6.7,['RA'],0,0
547,2013-07-02,15,45,78,15_45,2,1,2013,7,27,13,82.0,53.0,68.0,-503.8253585386188,46.0,56.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.0,24.41,30.08,1.5,7.0,7.0,"['SN', 'BR']",0,0
548,2013-07-03,15,45,97,15_45,3,2,2013,7,27,13,87.0,55.0,71.0,-503.8253585386188,43.0,55.0,0.0,6.0,-1000,-1000,-201.7534540748467,0.0,24.26,29.88,1.1,2.0,6.7,"['SN', 'BR']",0,0
549,2013-07-04,15,45,66,15_45,4,3,2013,7,27,13,90.0,59.0,75.0,-503.8253585386188,42.0,56.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.0,24.23,29.81,3.3,29.0,7.3,"['SN', 'BR']",0,0
550,2013-07-05,15,45,115,15_45,5,4,2013,7,27,13,89.0,62.0,76.0,-503.8253585386188,48.0,58.0,0.0,11.0,-1000,-1000,-201.7534540748467,0.01,24.18,29.74,2.6,25.0,6.9,"['TS', 'RA']",1,0
551,2013-07-06,15,45,154,15_45,6,5,2013,7,27,13,88.0,64.0,76.0,-503.8253585386188,47.0,58.0,0.0,11.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.24,29.79,3.0,21.0,8.2,['TS'],1,0
552,2013-07-07,15,45,147,15_45,7,6,2013,7,27,13,85.0,61.0,73.0,-503.8253585386188,49.0,58.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.3,29.9,3.6,21.0,8.1,"['TS', 'RA']",1,0
553,2013-07-08,15,45,106,15_45,8,0,2013,7,28,13,93.0,64.0,79.0,-503.8253585386188,44.0,58.0,0.0,14.0,-1000,-1000,-201.7534540748467,0.0,24.33,29.91,4.2,27.0,11.0,"['SN', 'BR']",0,0
554,2013-07-09,15,45,113,15_45,9,1,2013,7,28,13,92.0,61.0,77.0,-503.8253585386188,40.0,57.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.0,5.1,24.0,7.1,"['SN', 'BR']",0,0
555,2013-07-10,15,45,110,15_45,10,2,2013,7,28,13,89.0,59.0,74.0,-503.8253585386188,50.0,59.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.01,24.37,29.99,5.6,17.0,11.0,"['TS', 'RA']",1,0
556,2013-07-11,15,45,87,15_45,11,3,2013,7,28,13,97.0,61.0,79.0,-503.8253585386188,51.0,61.0,0.0,14.0,-1000,-1000,-201.7534540748467,0.02,24.26,29.84,9.7,18.0,12.0,"['TS', 'TS', 'RA']",1,0
557,2013-07-12,15,45,94,15_45,12,4,2013,7,28,13,91.0,63.0,77.0,-503.8253585386188,52.0,61.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.01,24.27,29.84,2.6,36.0,6.9,['TS'],1,0
558,2013-07-13,15,45,127,15_45,13,5,2013,7,28,13,92.0,62.0,77.0,-503.8253585386188,56.0,62.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.11,24.36,29.96,0.8,28.0,7.4,"['BC', 'FG']",0,0
559,2013-07-14,15,45,147,15_45,14,6,2013,7,28,13,80.0,58.0,69.0,-503.8253585386188,58.0,62.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.19,24.41,30.06,3.4,34.0,8.4,"['TS', 'TS', 'RA']",1,0
560,2013-07-15,15,45,119,15_45,15,0,2013,7,29,13,75.0,60.0,68.0,-503.8253585386188,55.0,60.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.02,24.39,30.06,9.5,17.0,9.8,"['TS', 'RA']",1,0
561,2013-07-16,15,45,79,15_45,16,1,2013,7,29,13,80.0,55.0,68.0,-503.8253585386188,48.0,56.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.07,13.5,16.0,14.1,"['SN', 'BR']",0,0
562,2013-07-17,15,45,72,15_45,17,2,2013,7,29,13,86.0,58.0,72.0,-503.8253585386188,49.0,59.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.05,15.1,17.0,15.3,"['SN', 'BR']",0,0
563,2013-07-18,15,45,90,15_45,18,3,2013,7,29,13,92.0,61.0,77.0,-503.8253585386188,49.0,60.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.37,29.97,7.4,33.0,10.9,"['SN', 'BR']",0,0
564,2013-07-19,15,45,131,15_45,19,4,2013,7,29,13,83.0,62.0,73.0,-503.8253585386188,53.0,60.0,0.0,8.0,-1000,-1000,-201.7534540748467,0.0,24.38,30.01,2.0,3.0,7.6,"['SN', 'BR']",0,0
565,2013-07-20,15,45,118,15_45,20,5,2013,7,29,13,92.0,58.0,75.0,-503.8253585386188,50.0,60.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.0,24.26,29.87,2.7,10.0,7.3,"['SN', 'BR']",0,0
566,2013-07-21,15,45,158,15_45,21,6,2013,7,29,13,90.0,63.0,77.0,-503.8253585386188,47.0,59.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.78,3.5,20.0,10.2,"['SN', 'BR']",0,0
567,2013-07-22,15,45,81,15_45,22,0,2013,7,30,13,95.0,66.0,81.0,-503.8253585386188,38.0,57.0,0.0,16.0,-1000,-1000,-201.7534540748467,0.0,24.24,29.79,0.9,23.0,7.2,"['SN', 'BR']",0,0
568,2013-07-23,15,45,78,15_45,23,1,2013,7,30,13,90.0,66.0,78.0,-503.8253585386188,41.0,57.0,0.0,13.0,-1000,-1000,-201.7534540748467,0.0,24.32,29.88,1.7,1.0,6.5,"['SN', 'BR']",0,0
569,2013-07-24,15,45,78,15_45,24,2,2013,7,30,13,81.0,59.0,70.0,-503.8253585386188,54.0,61.0,0.0,5.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.37,29.99,9.5,19.0,13.3,"['TS', 'RA', 'RA']",1,0
570,2013-07-25,15,45,82,15_45,25,3,2013,7,30,13,82.0,55.0,69.0,-503.8253585386188,52.0,57.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.04,24.41,30.08,3.1,28.0,7.4,['RA'],0,0
571,2013-07-26,15,45,77,15_45,26,4,2013,7,30,13,87.0,54.0,71.0,-503.8253585386188,46.0,56.0,0.0,6.0,-1000,-1000,-201.7534540748467,0.0,24.44,30.12,1.5,15.0,5.4,"['SN', 'BR']",0,0
572,2013-07-27,15,45,116,15_45,27,5,2013,7,30,13,80.0,60.0,70.0,-503.8253585386188,51.0,59.0,0.0,5.0,-1000,-1000,-201.7534540748467,0.06,24.32,29.95,4.2,2.0,9.3,"['TS', 'RA']",1,0
573,2013-07-28,15,45,143,15_45,28,6,2013,7,30,13,70.0,60.0,65.0,-503.8253585386188,57.0,60.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.06,24.23,29.89,1.2,18.0,7.9,"['RA', 'BR']",0,0
574,2013-07-29,15,45,101,15_45,29,0,2013,7,31,13,72.0,58.0,65.0,-503.8253585386188,55.0,59.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.33,29.98,2.7,31.0,6.2,"['RA', 'FG', '+', 'BR', 'HZ']",0,0
575,2013-07-30,15,45,79,15_45,30,1,2013,7,31,13,86.0,52.0,69.0,-503.8253585386188,47.0,57.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.44,30.1,1.3,29.0,7.4,"['SN', 'BR']",0,0
576,2013-08-07,15,45,82,15_45,7,2,2013,8,32,13,71.0,55.0,63.0,-503.8253585386188,51.0,57.0,2.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.32,29.96,7.1,18.0,9.1,['RA'],0,0
577,2013-08-08,15,45,93,15_45,8,3,2013,8,32,13,75.0,54.0,65.0,-503.8253585386188,53.0,57.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.23,24.36,30.03,2.3,27.0,6.3,"['TS', 'RA', 'RA', 'BR']",1,0
578,2013-08-09,15,45,88,15_45,9,4,2013,8,32,13,78.0,52.0,65.0,-503.8253585386188,49.0,55.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.23,24.42,30.11,5.5,18.0,7.1,"['TS', 'RA', 'BR']",1,0
579,2013-08-10,15,45,127,15_45,10,5,2013,8,32,13,86.0,52.0,69.0,-503.8253585386188,46.0,55.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.4,24.41,30.08,3.4,16.0,6.6,"['TS', 'RA', 'RA']",1,0
580,2013-08-11,15,45,146,15_45,11,6,2013,8,32,13,80.0,59.0,70.0,-503.8253585386188,47.0,56.0,0.0,5.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.4,30.06,2.1,26.0,5.4,['TS'],1,0
581,2013-08-12,15,45,99,15_45,12,0,2013,8,33,13,81.0,55.0,68.0,-503.8253585386188,51.0,57.0,0.0,3.0,-1000,-1000,-201.7534540748467,0.27,24.42,30.09,1.9,20.0,7.3,"['TS', 'RA', 'RA']",1,0
582,2013-08-13,15,45,65,15_45,13,1,2013,8,33,13,76.0,54.0,65.0,-503.8253585386188,50.0,56.0,0.0,0.0,-1000,-1000,-201.7534540748467,0.02,24.42,30.11,3.0,23.0,5.8,"['SN', 'BR']",0,0
583,2013-08-14,15,45,82,15_45,14,2,2013,8,33,13,81.0,53.0,67.0,-503.8253585386188,47.0,55.0,0.0,2.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.08,1.0,36.0,4.9,"['SN', 'BR']",0,0
584,2013-08-15,15,45,60,15_45,15,3,2013,8,33,13,84.0,62.0,51.76983349657199,-503.8253585386188,43.0,55.0,15.385896180215475,2.1557296767874634,-1000,-1000,-201.7534540748467,0.0,24.23518410852713,29.973062015503874,1.4,31.0,6.5,"['SN', 'BR']",0,0
585,2013-08-16,15,45,118,15_45,16,4,2013,8,33,13,89.0,55.0,72.0,-503.8253585386188,40.0,55.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.0,24.39,30.01,3.4,15.0,5.8,"['SN', 'BR']",0,0
586,2013-08-17,15,45,131,15_45,17,5,2013,8,33,13,92.0,56.0,74.0,-503.8253585386188,40.0,56.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.34,29.94,4.8,17.0,7.1,"['SN', 'BR']",0,0
587,2013-08-18,15,45,163,15_45,18,6,2013,8,33,13,92.0,62.0,77.0,-503.8253585386188,44.0,58.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.35,29.93,0.8,30.0,6.5,"['SN', 'BR']",0,0
588,2013-08-19,15,45,106,15_45,19,0,2013,8,34,13,92.0,61.0,77.0,-503.8253585386188,42.0,57.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.34,29.93,5.2,19.0,6.7,"['SN', 'BR']",0,0
589,2013-08-20,15,45,97,15_45,20,1,2013,8,34,13,94.0,62.0,78.0,-503.8253585386188,38.0,56.0,0.0,13.0,-1000,-1000,-201.7534540748467,0.0,24.29,29.86,4.5,18.0,6.6,"['SN', 'BR']",0,0
590,2013-08-21,15,45,91,15_45,21,2,2013,8,34,13,88.0,62.0,75.0,-503.8253585386188,46.0,58.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.36,29.94,0.8,35.0,4.8,"['SN', 'BR']",0,0
591,2013-08-22,15,45,64,15_45,22,3,2013,8,34,13,84.0,60.0,72.0,-503.8253585386188,56.0,60.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.33,24.42,30.07,1.8,19.0,6.4,"['TS', 'TS', 'RA', 'RA', 'BR']",1,0
592,2013-08-23,15,45,80,15_45,23,4,2013,8,34,13,87.0,60.0,74.0,-503.8253585386188,52.0,59.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.02,24.29,29.93,4.1,22.0,7.1,"['SN', 'BR']",0,0
593,2013-08-24,15,45,128,15_45,24,5,2013,8,34,13,87.0,56.0,72.0,-503.8253585386188,51.0,59.0,0.0,7.0,-1000,-1000,-201.7534540748467,0.24,24.32,29.93,3.1,27.0,6.4,"['TS', 'TS', 'RA', 'RA']",1,0
594,2013-08-25,15,45,132,15_45,25,6,2013,8,34,13,88.0,60.0,74.0,-503.8253585386188,53.0,61.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.37,29.99,3.8,22.0,6.4,['RA'],0,0
595,2013-08-26,15,45,104,15_45,26,0,2013,8,35,13,91.0,61.0,76.0,-503.8253585386188,52.0,61.0,0.0,11.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.38,29.98,0.8,28.0,5.7,"['SN', 'BR']",0,0
596,2013-08-27,15,45,85,15_45,27,1,2013,8,35,13,89.0,61.0,75.0,-503.8253585386188,52.0,61.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.0,24.36,29.96,3.0,16.0,4.3,"['SN', 'BR']",0,0
597,2013-08-28,15,45,84,15_45,28,2,2013,8,35,13,91.0,59.0,75.0,-503.8253585386188,48.0,59.0,0.0,10.0,-1000,-1000,-201.7534540748467,0.0,24.36,29.95,1.1,26.0,3.7,"['SN', 'BR']",0,0
598,2013-08-29,15,45,79,15_45,29,3,2013,8,35,13,93.0,60.0,77.0,-503.8253585386188,46.0,59.0,0.0,12.0,-1000,-1000,-201.7534540748467,0.0,24.4,30.0,2.8,27.0,5.6,"['SN', 'BR']",0,0
599,2013-08-30,15,45,106,15_45,30,4,2013,8,35,13,92.0,64.0,78.0,-503.8253585386188,50.0,60.0,0.0,13.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.4,30.0,4.0,22.0,6.3,"['TS', 'RA']",1,0
600,2013-08-31,15,45,118,15_45,31,5,2013,8,35,13,89.0,63.0,76.0,-503.8253585386188,48.0,59.0,0.0,11.0,-1000,-1000,-201.7534540748467,0.0,24.34,29.94,4.1,29.0,7.6,"['SN', 'BR']",0,0
601,2013-09-01,15,45,122,15_45,1,6,2013,9,35,13,78.0,62.0,70.0,-503.8253585386188,54.0,60.0,0.0,5.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.4,30.04,0.9,22.0,6.2,"['SN', 'BR']",0,0
602,2013-09-02,15,45,135,15_45,2,0,2013,9,36,13,90.0,57.0,74.0,-503.8253585386188,51.0,60.0,0.0,9.0,-1000,-1000,-201.7534540748467,0.0,24.34,29.97,3.3,19.0,5.8,"['SN', 'BR']",0,0
603,2013-09-03,15,45,119,15_45,3,1,2013,9,36,13,93.0,67.0,80.0,-503.8253585386188,49.0,60.0,0.0,15.0,-1000,-1000,-201.7534540748467,0.02,24.36,29.94,3.5,21.0,7.3,"['TS', 'RA']",1,0
604,2013-09-04,15,45,78,15_45,4,2,2013,9,36,13,90.0,67.0,79.0,-503.8253585386188,50.0,60.0,0.0,14.0,-1000,-1000,-201.7534540748467,0.0,24.42,30.02,4.3,22.0,7.4,['TS'],1,0
605,2013-09-05,15,45,78,15_45,5,3,2013,9,36,13,92.0,64.0,78.0,-503.8253585386188,46.0,59.0,0.0,13.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.41,30.02,3.0,18.0,5.4,"['TS', 'RA']",1,0
606,2013-09-06,15,45,99,15_45,6,4,2013,9,36,13,95.0,63.0,79.0,-503.8253585386188,43.0,57.0,0.0,14.0,-1000,-1000,-201.7534540748467,0.0,24.37,29.97,0.6,16.0,5.4,"['SN', 'BR']",0,0
607,2013-09-16,15,45,99,15_45,16,0,2013,9,38,13,73.0,48.0,61.0,-503.8253585386188,52.0,55.0,4.0,0.0,-1000,-1000,-201.7534540748467,0.01,24.36,30.09,3.8,18.0,4.8,['BR'],0,0
608,2013-09-17,15,45,87,15_45,17,1,2013,9,38,13,80.0,51.0,66.0,-503.8253585386188,45.0,55.0,0.0,1.0,-1000,-1000,-201.7534540748467,0.0,24.21,29.85,4.9,17.0,6.4,"['SN', 'BR']",0,0
609,2013-09-18,15,45,76,15_45,18,2,2013,9,38,13,81.0,57.0,69.0,-503.8253585386188,44.0,54.0,0.0,4.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.15,29.73,8.5,22.0,10.7,['RA'],0,0
610,2013-09-19,15,45,56,15_45,19,3,2013,9,38,13,63.0,48.0,56.0,-503.8253585386188,41.0,48.0,9.0,0.0,-1000,-1000,-201.7534540748467,0.054049008168028,24.34,30.02,2.2,5.0,6.2,['RA'],0,0
611,2013-09-20,15,45,72,15_45,20,4,2013,9,38,13,72.0,51.0,51.76983349657199,-503.8253585386188,44.0,51.0,15.385896180215475,2.1557296767874634,-1000,-1000,-201.7534540748467,0.0,24.23518410852713,29.973062015503874,2.4,17.0,5.4,"['SN', 'BR']",0,0
612,2013-09-21,15,45,132,15_45,21,5,2013,9,38,13,80.0,47.0,64.0,-503.8253585386188,42.0,52.0,1.0,0.0,-1000,-1000,-201.7534540748467,0.0,24.18,29.81,5.4,15.0,6.7,"['SN', 'BR']",0,0
613,2013-09-22,15,45,134,15_45,22,6,2013,9,38,13,77.0,51.0,64.0,-503.8253585386188,44.0,52.0,1.0,0.0,-1000,-1000,-201.7534540748467,0.38,24.0,29.59,8.0,22.0,9.5,"['TS', 'RA', 'BR']",1,0
614,2013-09-23,15,45,65,15_45,23,0,2013,9,39,13,64.0,44.0,54.0,-503.8253585386188,37.0,46.0,11.0,0.0,-1000,-1000,-201.7534540748467,0.85,24.06,29.73,11.8,31.0,13.3,"['RA', 'BR']",0,0
